DATE (MM/DD),MST,Global CMP22 (vent/cor) [W/m^2],Direct sNIP [W/m^2],Azimuth Angle [degrees],Tower Dry Bulb Temp [deg C],Tower Wet Bulb Temp [deg C],Tower Dew Point Temp [deg C],Total Cloud Cover [%],Peak Wind Speed @ 6ft [m/s],Precipitation (Accumulated) [mm],Moisture,Albedo (CMP11)
18-05,05:30,44.9862,37.082,70.52317,10.24,9.438,8.838,91.0,2.45,0.0,0.0,0.2251
18-05,05:40,56.6452,1.23145,72.02949,10.22,9.402,8.802,95.0,0.0,0.0,0.0,0.1923
18-05,05:50,76.88,0.217606,73.5242,10.23,9.444,8.844,96.0,0.0,0.0,0.0,0.1878
18-05,06:00,95.0304,0.395648,75.0101,10.34,9.472,8.872,96.0,0.0,0.0,0.0,0.1911
18-05,06:10,110.791,1.20178,76.49009,10.58,9.643,9.043,97.0,1.2,0.0,0.0,0.1891
18-05,06:20,129.682,5.59843,77.96718,10.63,9.73,9.06,98.0,1.2,0.0,0.0,0.1884
18-05,06:30,144.099,5.05931,79.44447,10.57,9.664,8.984,99.0,1.2,0.0,0.0,0.1862
18-05,06:40,154.838,5.34126,80.92524,10.85,9.778,9.078,98.0,1.2,0.0,0.0,0.1851
18-05,06:50,170.606,13.4816,82.41293,11.07,9.961,9.161,92.0,1.2,0.0,0.0,0.1865
18-05,07:00,214.588,108.813,83.9112,11.45,10.059,9.159,69.0,1.2,0.0,0.0,0.201
18-05,07:41,491.491,619.013,90.25314,13.6,11.169,9.569,45.0,1.95,0.0,0.0,0.2004
18-05,07:50,553.841,712.565,91.7097,14.49,11.589,9.689,47.0,1.7,0.0,0.0,0.1995
18-05,08:00,632.542,828.521,93.36601,15.22,11.993,9.923,52.0,3.2,0.0,0.0,0.1975
18-05,08:10,692.613,862.618,95.0687,15.01,12.018,10.118,53.0,2.7,0.0,0.0,0.1928
18-05,08:20,701.22,819.62,96.82525,15.65,12.181,10.081,51.0,2.45,0.0,0.0,0.1871
18-05,08:30,673.715,750.603,98.64404,16.22,12.292,9.792,43.0,2.95,0.0,0.0,0.1838
18-05,08:40,776.449,913.178,100.53455,17.15,12.964,10.394,42.0,2.7,0.0,0.0,0.1854
18-05,08:50,742.18,828.028,102.5075,17.51,12.983,10.193,50.0,2.2,0.0,0.0,0.1796
18-05,09:00,787.559,876.305,104.57511,17.53,13.091,10.491,43.0,1.95,0.0,0.0,0.1756
18-05,09:10,813.448,903.092,106.75129,17.9,13.462,10.862,31.0,0.0,0.0,0.0,0.1743
18-05,09:20,837.37,923.388,109.05196,18.18,13.265,10.275,24.0,1.95,0.0,0.0,0.1692
18-05,09:30,868.422,950.58,111.49532,18.58,13.462,10.462,21.0,2.2,0.0,0.0,0.1661
18-05,09:40,862.641,916.593,114.10218,19.15,13.827,10.727,20.0,2.7,0.0,0.0,0.1632
18-05,09:50,894.675,940.658,116.89622,19.61,14.274,11.274,25.0,2.2,0.0,0.0,0.1621
18-05,10:00,908.406,938.335,119.90426,19.0,13.741,10.641,18.0,1.7,0.0,0.0,0.1589
18-05,10:10,929.273,944.448,123.15629,19.46,13.877,10.677,17.0,2.7,0.0,0.0,0.1578
18-05,10:20,939.873,939.932,126.68528,19.98,14.086,10.686,12.0,2.95,0.0,0.0,0.1575
18-05,10:30,962.318,951.201,130.52651,20.6,14.374,10.774,13.0,2.45,0.0,0.0,0.1561
18-05,10:40,978.629,963.203,134.71601,21.32,14.365,10.285,14.0,2.7,0.0,0.0,0.1565
18-05,10:50,995.16,986.306,139.28792,21.46,14.34,10.16,10.0,1.95,0.0,0.0,0.1564
18-05,11:00,1005.47,992.202,144.27033,21.69,14.602,10.502,12.0,2.2,0.0,0.0,0.153
18-05,11:10,1016.97,988.8,149.6792,21.79,14.255,9.855,18.0,2.95,0.0,0.0,0.1506
18-05,11:20,1001.77,945.566,155.51089,22.21,14.223,9.523,18.0,2.95,0.0,0.0,0.1502
18-05,11:30,975.034,904.656,161.73421,22.72,14.126,8.866,27.0,3.2,0.0,0.0,0.1492
18-05,11:40,961.569,875.539,168.28447,23.24,14.758,9.798,28.0,2.7,0.0,0.0,0.1501
18-05,11:50,991.646,898.707,175.06257,23.71,15.153,10.273,30.0,3.7,0.0,0.0,0.1522
18-05,12:00,953.658,842.778,181.94178,23.87,15.141,10.241,36.0,3.7,0.0,0.0,0.1497
18-05,12:10,980.712,893.17,188.78206,24.62,15.908,11.208,38.0,2.7,0.0,0.0,0.1519
18-05,12:20,1032.8,966.684,195.44856,24.63,15.573,10.493,35.0,2.7,0.0,0.0,0.153
18-05,12:30,1002.2,953.04,201.8285,25.02,16.12,11.32,19.0,3.45,0.0,0.0,0.1515
18-05,12:40,1002.32,967.702,207.84145,25.05,15.833,10.733,21.0,2.45,0.0,0.0,0.1528
18-05,12:50,988.193,964.885,213.44175,24.99,14.943,9.043,18.0,3.2,0.0,0.0,0.1524
18-05,13:00,984.705,980.51,218.61434,25.5,15.655,10.095,13.0,3.7,0.0,0.0,0.153
18-05,13:10,968.03,975.627,223.3674,25.77,15.433,9.533,15.0,3.7,0.0,0.0,0.1542
18-05,13:20,930.796,943.541,227.72444,25.76,15.235,9.135,13.0,3.2,0.0,0.0,0.1551
18-05,13:30,943.04,974.856,231.71751,25.82,15.208,9.008,17.0,3.45,0.0,0.0,0.1558
18-05,13:40,926.559,974.798,235.38222,26.34,15.907,10.047,18.0,2.95,0.0,0.0,0.157
18-05,13:50,899.357,960.765,238.75441,26.95,15.644,9.084,9.0,1.95,0.0,0.0,0.1591
18-05,14:00,887.584,965.942,241.86823,27.14,15.396,8.406,9.0,4.2,0.0,0.0,0.1607
18-05,14:10,865.087,961.231,244.75504,27.33,15.019,7.519,10.0,2.95,0.0,0.0,0.1641
18-05,14:20,846.032,956.885,247.44309,27.64,13.664,3.764,10.0,2.2,0.0,0.0,0.1669
18-05,14:30,819.336,943.87,249.95745,27.12,14.542,6.462,10.0,2.2,0.0,0.0,0.166
18-05,14:40,798.703,942.594,252.32017,27.65,14.353,5.553,9.0,3.7,0.0,0.0,0.1693
18-05,14:50,774.274,937.358,254.55059,27.87,14.671,6.271,15.0,2.7,0.0,0.0,0.1704
18-05,15:00,727.853,896.554,256.66561,27.66,14.79,6.62,11.0,3.2,0.0,0.0,0.1709
18-05,15:10,716.315,909.956,258.68,27.67,15.224,7.624,10.0,3.7,0.0,0.0,0.1739
18-05,15:20,691.594,907.879,260.60672,27.66,14.772,6.582,10.0,3.45,0.0,0.0,0.177
18-05,15:30,651.66,879.262,262.45713,28.03,15.088,7.028,11.0,4.45,0.0,0.0,0.1793
18-05,15:40,629.256,883.546,264.24123,28.07,15.269,7.469,12.0,2.95,0.0,0.0,0.1836
18-05,15:50,602.414,878.094,265.96787,27.8,14.402,5.532,18.0,2.95,0.0,0.0,0.1856
18-05,16:00,574.68,874.602,267.64494,28.2,14.188,4.618,21.0,4.2,0.0,0.0,0.1893
18-05,16:10,547.607,861.057,269.27943,28.22,14.015,4.145,23.0,2.95,0.0,0.0,0.1952
18-05,16:20,525.884,845.513,270.87767,28.28,13.823,3.723,30.0,4.95,0.0,0.0,0.1974
18-05,16:30,371.459,516.614,272.44535,28.18,13.824,3.654,33.0,6.2,0.0,0.0,0.1841
18-05,16:40,488.438,786.266,273.98764,28.27,13.771,3.571,46.0,4.7,0.0,0.0,0.2053
18-05,16:50,455.075,764.333,275.50927,28.04,14.959,6.759,52.0,2.95,0.0,0.0,0.204
18-05,17:10,171.178,75.0135,278.50767,27.53,13.903,4.603,62.0,2.95,0.0,0.0,0.1363
18-05,17:20,286.05,475.855,279.99223,27.46,15.208,7.808,60.0,2.45,0.0,0.0,0.1939
18-05,17:30,266.294,532.836,281.47183,26.94,14.806,7.236,52.0,3.95,0.0,0.0,0.2052
18-05,17:40,278.681,590.889,282.9498,27.29,14.626,6.536,68.0,2.95,0.0,0.0,0.2095
18-05,17:50,225.768,539.108,284.42932,27.24,14.771,6.911,69.0,1.95,0.0,0.0,0.2039
18-05,18:00,199.657,546.01,285.91345,26.89,14.675,7.075,69.0,2.95,0.0,0.0,0.2039
18-05,18:10,166.214,531.337,287.4051,26.88,14.204,5.844,64.0,3.2,0.0,0.0,0.2044
18-05,18:20,124.537,444.005,288.90714,26.57,14.319,6.419,53.0,2.2,0.0,0.0,0.1968
18-05,18:30,102.334,395.188,290.42232,26.07,14.14,6.44,51.0,2.45,0.0,0.0,0.1838
18-05,18:40,72.4047,310.347,291.95335,25.79,13.966,6.266,48.0,2.45,0.0,0.0,0.1319
18-05,18:50,47.7767,211.248,293.5029,25.39,13.495,5.495,38.0,1.7,0.0,0.0,0.1294
18-05,19:00,22.8778,0.429578,295.07358,24.93,13.337,5.377,0.0,2.45,0.0,0.0,0.0
18-05,19:10,9.76285,-0.380201,296.66796,24.41,13.119,5.419,0.0,3.2,0.0,0.0,0.0
19-05,04:50,8.17276,19.499,64.16274,12.9,9.923,7.823,0.0,0.0,0.0,0.0,0.0
19-05,05:00,24.2952,187.095,65.7405,13.28,9.745,7.245,0.0,0.0,0.0,0.0,0.4187
19-05,05:10,43.5737,294.741,67.29593,13.43,8.952,5.452,6.0,0.0,0.0,0.0,0.3992
19-05,05:20,67.9745,394.082,68.83162,13.59,9.146,5.746,3.0,0.0,0.0,0.0,0.3608
19-05,05:30,95.2684,474.935,70.35019,13.68,9.313,5.943,3.0,0.0,0.0,0.0,0.3235
19-05,05:40,124.955,541.038,71.85433,14.03,8.944,4.844,6.0,0.0,0.0,0.0,0.2951
19-05,05:50,157.14,602.226,73.34676,14.54,9.696,6.006,6.0,0.0,0.0,0.0,0.2736
19-05,06:00,190.673,653.167,74.83028,14.89,10.684,7.784,5.0,0.0,0.0,0.0,0.2587
19-05,06:10,223.508,689.535,76.30776,15.33,10.904,7.804,5.0,0.0,0.0,0.0,0.2452
19-05,06:20,258.565,725.235,77.7822,15.68,11.216,8.216,8.0,0.0,0.0,0.0,0.2376
19-05,06:30,294.024,758.54,79.2567,16.2,10.275,5.875,8.0,0.0,0.0,0.0,0.2316
19-05,06:40,330.913,788.084,80.7345,16.99,10.141,4.851,10.0,0.0,0.0,0.0,0.2255
19-05,06:50,365.495,808.62,82.21905,17.23,10.307,5.107,11.0,0.0,0.0,0.0,0.2187
19-05,07:00,402.55,830.171,83.71397,17.85,10.575,5.175,11.0,0.0,0.0,0.0,0.2158
19-05,07:10,437.195,843.487,85.22317,18.32,11.182,6.082,11.0,1.2,0.0,0.0,0.2105
19-05,07:20,470.956,852.939,86.75084,18.48,11.48,6.58,16.0,0.95,0.0,0.0,0.2074
19-05,07:30,501.95,860.253,88.30151,19.67,12.352,7.452,12.0,0.95,0.0,0.0,0.2035
19-05,07:40,517.466,835.487,89.88014,19.69,12.309,7.409,11.0,0.0,0.0,0.0,0.1994
19-05,07:50,561.568,870.979,91.49216,20.94,12.812,7.422,11.0,1.95,0.0,0.0,0.1954
19-05,08:00,598.633,894.705,93.14357,20.6,12.791,7.691,14.0,2.2,0.0,0.0,0.194
19-05,08:10,631.952,911.295,94.84107,21.34,13.366,8.366,19.0,2.45,0.0,0.0,0.1919
19-05,08:20,666.314,927.12,96.5921,21.19,13.249,8.159,15.0,2.95,0.0,0.0,0.1905
19-05,08:30,696.509,934.708,98.40505,22.29,13.621,8.221,13.0,2.95,0.0,0.0,0.1885
19-05,08:40,723.097,939.645,100.2894,23.02,13.652,7.752,11.0,3.7,0.0,0.0,0.1857
19-05,08:50,752.847,946.682,102.25588,23.13,13.366,6.966,15.0,1.95,0.0,0.0,0.1832
19-05,09:00,779.633,951.209,104.31672,23.34,13.369,6.779,11.0,3.45,0.0,0.0,0.181
19-05,09:10,804.069,958.044,106.4859,24.83,13.246,5.246,13.0,2.2,0.0,0.0,0.1781
19-05,09:20,823.976,956.084,108.77939,24.65,13.602,6.302,12.0,2.7,0.0,0.0,0.1725
19-05,09:30,844.08,951.802,111.21552,25.36,14.002,6.702,14.0,4.45,0.0,0.0,0.1699
19-05,09:40,872.886,961.953,113.81525,25.49,13.769,6.069,14.0,4.45,0.0,0.0,0.1703
19-05,09:50,893.879,964.507,116.6025,26.29,12.925,3.025,15.0,3.95,0.0,0.0,0.1702
19-05,10:00,907.219,963.968,119.60441,27.18,13.561,3.961,8.0,1.7,0.0,0.0,0.1677
19-05,10:10,932.119,969.284,122.85146,26.64,12.886,2.586,6.0,5.2,0.0,0.0,0.1643
19-05,10:20,944.772,965.413,126.37725,27.18,13.522,3.822,10.0,2.7,0.0,0.0,0.1637
19-05,10:30,958.115,963.299,130.21786,27.63,13.504,3.404,21.0,3.7,0.0,0.0,0.1607
19-05,10:40,979.044,963.45,134.4104,28.06,12.693,0.393,27.0,3.2,0.0,0.0,0.1611
19-05,10:50,1001.35,948.212,138.99033,28.25,12.443,-0.637,18.0,2.2,0.0,0.0,0.159
19-05,11:00,511.507,291.018,143.98718,29.39,12.042,-3.428,33.0,2.7,0.0,0.0,0.1567
19-05,11:10,928.409,714.213,149.4184,29.75,12.365,-2.725,68.0,2.45,0.0,0.0,0.1805
19-05,11:20,1247.0,963.763,155.28157,30.48,13.376,-0.224,66.0,2.45,0.0,0.0,0.1629
19-05,11:30,913.867,429.094,161.54604,30.3,12.316,-3.584,90.0,4.7,0.0,0.0,0.1454
19-05,11:40,452.634,2.90832,168.14649,29.36,11.943,-3.737,95.0,4.95,0.0,0.0,0.1593
19-05,11:50,621.213,180.084,174.98181,29.19,11.775,-4.125,96.0,4.7,0.0,0.0,0.1619
19-05,12:00,684.659,174.954,181.9219,29.2,11.959,-3.431,96.0,6.7,0.0,0.0,0.1623
19-05,12:10,943.78,409.003,188.82266,30.6,12.756,-2.404,96.0,5.45,0.0,0.0,0.1635
19-05,12:20,408.38,1.52575,195.54532,29.61,12.027,-3.763,95.0,3.7,0.0,0.0,0.1664
19-05,12:30,719.528,284.565,201.97412,29.2,11.885,-3.515,87.0,3.95,0.0,0.0,0.1585
19-05,12:40,917.111,641.384,208.02704,30.27,12.333,-3.537,63.0,4.7,0.0,0.0,0.1598
19-05,12:50,1000.94,647.665,213.65813,30.89,12.735,-2.665,75.0,4.2,0.0,0.0,0.155
19-05,13:00,629.135,192.359,218.853,30.14,12.398,-3.002,92.0,3.2,0.0,0.0,0.1899
19-05,13:10,582.596,84.0298,223.62104,30.54,12.512,-3.088,94.0,4.7,0.0,0.0,0.1696
19-05,13:20,809.406,335.863,227.98715,30.03,12.495,-2.585,95.0,2.95,0.0,0.0,0.1725
19-05,13:30,551.724,87.9361,231.9847,30.12,12.25,-3.45,91.0,5.2,0.0,0.0,0.1749
19-05,13:40,1097.09,818.567,235.65045,30.8,12.93,-2.05,85.0,3.2,0.0,0.0,0.1748
19-05,13:50,776.473,583.477,239.02121,31.39,13.03,-2.37,61.0,6.2,0.0,0.0,0.18
19-05,14:00,266.801,5.01671,242.13184,29.96,12.531,-2.339,74.0,5.7,0.0,0.0,0.133
19-05,14:10,436.757,80.05,245.01429,29.69,12.138,-3.362,84.0,5.45,0.0,0.0,0.1727
19-05,14:20,687.042,506.185,247.69723,30.82,12.722,-2.778,72.0,5.2,0.0,0.0,0.1761
19-05,14:30,230.188,1.86647,250.20603,29.6,11.931,-3.869,73.0,5.2,0.0,0.0,0.1393
19-05,14:40,241.732,0.118506,252.56298,29.02,11.957,-2.943,95.0,4.95,0.0,0.0,0.168
19-05,14:50,927.682,845.451,254.78756,30.52,12.938,-1.462,90.0,3.95,0.0,0.0,0.1888
19-05,15:00,300.461,11.5049,256.89679,31.03,12.988,-2.112,78.0,4.45,0.0,0.0,0.1589
19-05,15:10,270.781,10.2606,258.90553,29.35,12.006,-3.194,94.0,3.2,0.0,0.0,0.1678
19-05,15:20,243.745,0.844344,260.82676,29.29,12.422,-1.778,99.0,5.45,0.0,0.0,0.1718
19-05,15:30,528.301,287.576,262.67189,29.26,12.188,-2.512,93.0,4.45,0.0,0.0,0.1875
19-05,15:40,739.633,874.311,264.45094,29.34,12.398,-1.902,56.0,4.95,0.0,0.0,0.1921
19-05,15:50,615.36,867.533,266.17277,29.42,12.586,-1.314,15.0,3.7,0.0,0.0,0.193
19-05,16:00,576.808,850.423,267.84524,29.56,12.826,-0.844,11.0,3.45,0.0,0.0,0.195
19-05,16:10,546.846,828.812,269.47539,29.61,13.47,1.27,23.0,4.95,0.0,0.0,0.1973
19-05,16:20,540.745,796.308,271.06951,29.47,12.75,-0.95,39.0,5.2,0.0,0.0,0.2004
19-05,16:30,147.594,0.158005,272.63327,28.46,12.381,-0.979,66.0,6.95,0.0,0.0,0.1202
19-05,16:40,174.78,-0.162943,274.17186,27.84,12.291,-0.579,88.0,3.95,0.0,0.0,0.1645
19-05,16:50,268.47,143.06,275.68998,27.5,12.141,-0.459,88.0,4.2,0.0,0.0,0.1935
19-05,17:10,382.447,666.274,278.68188,28.12,12.666,0.366,62.0,2.95,0.0,0.0,0.2126
19-05,17:20,276.549,402.996,280.16343,28.15,12.765,0.565,84.0,2.95,0.0,0.0,0.1978
19-05,17:30,257.128,381.153,281.64015,27.0,12.568,1.268,95.0,3.95,0.0,0.0,0.2096
19-05,17:40,268.131,574.755,283.11537,27.17,12.545,1.145,77.0,6.7,0.0,0.0,0.2197
19-05,17:50,178.981,367.256,284.59225,26.43,12.422,1.622,64.0,2.95,0.0,0.0,0.2153
19-05,18:00,186.516,489.216,286.07383,26.31,12.277,1.277,87.0,2.7,0.0,0.0,0.2289
19-05,18:10,145.535,461.024,287.56303,26.34,12.373,1.393,90.0,2.7,0.0,0.0,0.2298
19-05,18:20,114.698,414.827,289.06267,26.19,12.256,1.256,65.0,2.45,0.0,0.0,0.2181
19-05,18:30,54.7952,1.62944,290.57551,25.71,12.01,1.01,64.0,2.45,0.0,0.0,0.1248
19-05,18:40,25.1425,0.128379,292.10424,25.43,12.335,2.265,46.0,8.45,0.0,0.0,0.1141
19-05,18:50,14.7042,3.54523,293.6515,24.61,12.501,3.701,42.0,4.95,0.0,0.0,0.1003
19-05,19:00,5.90042,0.232071,295.21989,24.18,12.556,4.156,0.0,4.95,0.0,0.0,0.0216
19-05,19:10,3.09859,-0.019751,296.81198,24.07,12.859,4.989,0.0,5.45,0.0,0.0,0.0
21-05,04:40,2.91979,-0.162944,62.24253,7.684,3.091,-2.109,0.0,0.7,0.0,0.0,0.0
21-05,04:50,12.1598,91.9349,63.84138,7.931,3.029,-2.471,0.0,3.2,0.0,0.0,0.0
21-05,05:00,29.1583,253.092,65.41532,8.54,3.44,-2.36,0.0,1.7,0.0,0.0,0.5108
21-05,05:10,50.2209,364.13,66.96688,8.48,3.322,-2.578,3.0,2.45,0.0,0.0,0.431
21-05,05:20,76.1536,462.489,68.49861,8.43,3.362,-2.338,3.0,1.7,0.0,0.0,0.3698
21-05,05:30,105.649,545.69,70.01311,8.65,3.291,-2.709,5.0,2.45,0.0,0.0,0.3327
21-05,05:40,137.866,616.557,71.51302,9.08,3.619,-2.581,6.0,1.95,0.0,0.0,0.3054
21-05,05:50,170.005,662.442,73.00104,9.26,3.615,-2.685,5.0,2.2,0.0,0.0,0.284
21-05,06:00,203.66,706.992,74.47994,9.38,4.015,-1.785,5.0,1.95,0.0,0.0,0.2683
21-05,06:10,236.047,737.873,75.95256,9.9,4.25,-1.85,6.0,0.45,0.0,0.0,0.2603
21-05,06:20,269.718,769.453,77.42186,10.77,4.678,-1.822,6.0,0.95,0.0,0.0,0.2507
21-05,06:30,305.586,800.005,78.8909,11.25,4.709,-2.291,7.0,2.2,0.0,0.0,0.2419
21-05,06:40,343.167,827.231,80.36292,11.94,4.782,-3.018,7.0,1.95,0.0,0.0,0.2384
21-05,06:50,379.114,850.503,81.84131,12.54,5.547,-1.853,9.0,0.45,0.0,0.0,0.2323
21-05,07:00,412.509,867.435,83.32968,12.92,5.116,-3.584,9.0,1.45,0.0,0.0,0.2234
21-05,07:10,448.306,884.145,84.83189,13.41,5.756,-2.244,13.0,1.7,0.0,0.0,0.2174
21-05,07:20,488.086,901.863,86.35209,13.86,5.797,-2.703,14.0,4.7,0.0,0.0,0.2127
21-05,07:30,525.264,920.172,87.8948,14.23,5.885,-3.015,11.0,4.2,0.0,0.0,0.2134
21-05,07:40,558.997,932.757,89.46492,14.37,6.16,-2.34,9.0,3.7,0.0,0.0,0.2091
21-05,07:50,590.961,942.096,91.06787,14.82,6.305,-2.595,11.0,3.7,0.0,0.0,0.2054
21-05,08:00,622.761,945.082,92.70962,14.64,6.269,-2.511,18.0,3.7,0.0,0.0,0.2013
21-05,08:10,655.35,955.645,94.3968,14.35,6.054,-2.746,19.0,4.45,0.0,0.0,0.1995
21-05,08:20,684.835,963.735,96.13687,15.39,6.406,-3.094,15.0,3.45,0.0,0.0,0.198
21-05,08:30,713.956,969.382,97.93819,15.96,6.65,-3.15,13.0,4.2,0.0,0.0,0.1927
21-05,08:40,745.468,978.524,99.81021,16.21,6.822,-2.878,17.0,3.95,0.0,0.0,0.1891
21-05,08:50,777.178,988.344,101.7637,15.99,6.438,-3.852,17.0,4.7,0.0,0.0,0.1856
21-05,09:00,805.546,997.463,103.81093,16.42,6.885,-3.015,15.0,3.45,0.0,0.0,0.1835
21-05,09:10,828.346,998.705,105.96592,17.15,7.08,-3.22,8.0,4.2,0.0,0.0,0.1793
21-05,09:20,854.733,1003.38,108.24478,17.18,7.016,-3.484,9.0,3.45,0.0,0.0,0.1765
21-05,09:30,878.65,1005.98,110.66605,17.14,6.895,-3.905,10.0,5.45,0.0,0.0,0.1748
21-05,09:40,895.639,1002.36,113.25096,17.64,7.563,-2.617,15.0,2.45,0.0,0.0,0.1745
21-05,09:50,917.511,1006.19,116.02388,17.38,7.123,-3.477,13.0,4.7,0.0,0.0,0.1712
21-05,10:00,936.54,1008.68,119.01259,17.44,7.287,-3.013,6.0,3.95,0.0,0.0,0.1708
21-05,10:10,954.442,1013.59,122.24842,17.6,7.157,-3.843,7.0,2.95,0.0,0.0,0.1687
21-05,10:20,967.034,1011.91,125.76619,18.43,7.734,-3.066,8.0,2.95,0.0,0.0,0.1666
21-05,10:30,980.426,1011.07,129.60362,18.29,7.391,-4.009,26.0,1.7,0.0,0.0,0.1631
21-05,10:40,995.403,1015.35,133.79989,18.61,7.852,-2.948,15.0,4.7,0.0,0.0,0.1606
21-05,10:50,1006.94,1017.84,138.39306,18.51,7.868,-2.832,15.0,3.95,0.0,0.0,0.161
21-05,11:00,1016.17,1018.19,143.41565,19.36,8.214,-2.866,13.0,4.95,0.0,0.0,0.1606
21-05,11:10,1024.48,1019.59,148.88821,19.2,8.072,-3.028,14.0,4.2,0.0,0.0,0.1601
21-05,11:20,1031.96,1018.66,154.81094,19.44,8.125,-3.275,16.0,4.7,0.0,0.0,0.1598
21-05,11:30,1037.54,1022.45,161.15447,19.64,7.651,-4.949,21.0,2.45,0.0,0.0,0.1594
21-05,11:40,1039.07,1020.19,167.85255,20.2,7.958,-4.942,21.0,2.45,0.0,0.0,0.1568
21-05,12:00,1038.86,1016.42,181.86048,20.14,7.926,-4.774,22.0,3.95,0.0,0.0,0.1572
21-05,12:10,1038.51,1016.74,188.8812,20.6,8.527,-3.553,19.0,5.45,0.0,0.0,0.1565
21-05,12:20,1035.79,1014.91,195.7155,20.78,8.622,-3.378,23.0,2.45,0.0,0.0,0.1594
21-05,12:30,1030.35,1012.6,202.2415,21.66,8.795,-4.105,20.0,4.45,0.0,0.0,0.1586
21-05,12:40,1026.77,1016.12,208.37391,21.67,9.075,-3.025,12.0,3.95,0.0,0.0,0.1604
21-05,12:50,1017.03,1013.55,214.06618,22.06,8.741,-4.859,14.0,4.2,0.0,0.0,0.16
21-05,13:00,1009.89,1006.81,219.3053,21.32,8.754,-3.746,17.0,4.2,0.0,0.0,0.1616
21-05,13:10,1003.35,1004.33,224.1031,21.92,8.708,-4.792,17.0,3.45,0.0,0.0,0.1645
21-05,13:20,1007.66,997.343,228.48726,22.14,8.842,-4.658,26.0,4.7,0.0,0.0,0.167
21-05,13:30,909.625,799.436,232.49381,21.66,8.707,-4.483,36.0,2.2,0.0,0.0,0.1697
21-05,13:40,235.053,1.59981,236.16181,20.33,8.042,-4.848,68.0,3.45,0.0,0.0,0.1507
21-05,13:50,256.006,1.03198,239.52995,20.04,7.764,-5.426,81.0,3.2,0.0,0.0,0.1742
21-05,14:10,284.019,5.94004,245.50866,21.06,8.25,-4.95,92.0,2.45,0.0,0.0,0.179
21-05,14:20,213.202,1.18504,248.1818,20.04,7.552,-6.048,94.0,2.95,0.0,0.0,0.1769
21-05,14:30,171.929,0.82953,250.67993,19.73,7.581,-5.419,97.0,4.2,0.0,0.0,0.1846
21-05,14:40,478.79,278.876,253.02577,19.81,7.908,-4.492,100.0,3.45,0.0,0.0,0.1943
21-05,14:50,235.853,2.30097,255.23912,20.21,7.786,-5.604,97.0,3.45,0.0,0.0,0.1841
21-05,15:00,195.342,0.967787,257.33722,19.91,7.681,-5.499,98.0,3.45,0.0,0.0,0.1881
21-05,15:10,139.278,0.962853,259.33506,19.87,7.97,-4.41,99.0,2.2,0.0,0.0,0.1887
21-05,15:20,158.423,1.18505,261.24574,19.72,7.465,-6.035,99.0,3.95,0.0,0.0,0.1819
21-05,15:30,134.296,0.750528,263.0807,19.71,7.901,-4.379,99.0,2.95,0.0,0.0,0.1846
21-05,15:40,135.728,0.997414,264.85002,19.78,7.65,-5.15,99.0,5.7,0.0,0.0,0.1865
21-05,15:50,120.387,0.498708,266.56257,19.6,7.8,-4.6,98.0,5.45,0.0,0.0,0.189
21-05,16:00,101.129,0.686339,268.22621,19.67,7.832,-4.568,98.0,3.2,0.0,0.0,0.1898
21-05,16:10,83.9784,0.538205,269.84796,19.61,7.836,-4.464,98.0,2.45,0.0,0.0,0.1889
21-05,16:20,57.814,0.306134,271.43411,19.5,7.595,-5.005,98.0,4.7,0.0,0.0,0.1966
21-05,16:30,47.7977,0.217258,272.99032,19.38,7.565,-4.935,97.0,3.95,0.0,0.0,0.1932
21-05,16:40,34.1623,0.197508,274.52174,19.37,7.578,-4.922,98.0,4.2,0.0,0.0,0.1895
21-05,16:50,25.7896,0.098754,276.03305,19.27,7.461,-5.139,97.0,4.7,0.0,0.0,0.1982
21-05,17:10,17.7598,-0.138256,279.01234,18.77,7.418,-4.482,96.0,5.45,0.0,0.0,0.1805
21-05,17:20,15.7457,0.0,280.48802,18.67,7.329,-4.671,96.0,5.2,0.0,0.0,0.1905
21-05,17:30,18.8068,0.004938,281.95914,18.57,7.185,-5.115,97.0,2.45,0.0,0.0,0.184
21-05,17:40,19.3206,0.301199,283.429,18.68,7.481,-4.219,98.0,0.95,0.0,0.0,0.1884
21-05,17:50,20.4943,0.291326,284.90072,18.71,7.343,-4.857,96.0,1.45,0.0,0.0,0.1961
21-05,18:00,25.453,0.27651,286.37732,18.52,7.431,-4.249,95.0,2.95,0.0,0.0,0.2148
21-05,18:10,73.9235,0.414766,287.86169,18.77,7.212,-5.288,86.0,2.2,0.0,0.0,0.2033
21-05,18:20,52.0089,0.370329,289.35663,18.63,7.146,-5.154,67.0,1.2,0.0,0.0,0.1768
21-05,18:30,32.6655,0.824596,290.86485,18.79,7.167,-5.633,45.0,1.7,0.0,0.0,0.1756
21-05,18:40,23.8005,0.187633,292.38903,18.84,7.257,-5.243,27.0,0.0,0.0,0.0,0.1439
21-05,18:50,17.3692,3.66378,293.93178,18.1,7.053,-4.847,12.0,0.45,0.0,0.0,0.0574
21-05,19:00,11.497,0.957916,295.49565,17.38,6.808,-4.492,0.0,0.45,0.0,0.0,0.0035
21-05,19:10,5.5425,-0.271576,297.08318,17.26,6.741,-4.659,0.0,0.0,0.0,0.0,0.0
22-05,04:40,2.45673,-0.192572,62.08794,11.13,4.052,-4.148,0.0,4.2,0.0,0.0,0.0
